,Domain,Type,Sponsoring Organization,date
1196,.statebank,generic,STATEBANKOFINDIA,2025-01-28
1197,.statefarm,generic,StateFarmMutualAutomobileInsuranceCompany,2025-01-28
1198,.statoil,generic,Notassigned,2025-01-28
1199,.stc,generic,SaudiTelecomCompany,2025-01-28
1200,.stcgroup,generic,SaudiTelecomCompany,2025-01-28
1201,.stockholm,generic,Stockholmskommun,2025-01-28
1202,.storage,generic,XYZCOMLLC,2025-01-28
1203,.store,generic,RadixTechnologiesInc,2025-01-28
1204,.stream,generic,dotStreamLimited,2025-01-28
1205,.studio,generic,DogBeachLLC,2025-01-28
1206,.study,generic,RegistryServicesLLC,2025-01-28
1207,.style,generic,BinkyMoonLLC,2025-01-28
1209,.sucks,generic,VoxPopuliRegistryLtd,2025-01-28
1210,.supplies,generic,BinkyMoonLLC,2025-01-28
1211,.supply,generic,BinkyMoonLLC,2025-01-28
1212,.support,generic,BinkyMoonLLC,2025-01-28
1213,.surf,generic,RegistryServicesLLC,2025-01-28
1214,.surgery,generic,BinkyMoonLLC,2025-01-28
1215,.suzuki,generic,SUZUKIMOTORCORPORATION,2025-01-28
1217,.swatch,generic,TheSwatchGroupLtd,2025-01-28
1218,.swiftcover,generic,Notassigned,2025-01-28
1219,.swiss,generic,SwissConfederation,2025-01-28
1222,.sydney,generic,StateofNewSouthWalesDepartmentofPremierandCabinet,2025-01-28
1223,.symantec,generic,Notassigned,2025-01-28
1224,.systems,generic,BinkyMoonLLC,2025-01-28
1226,.tab,generic,TabcorpHoldingsLimited,2025-01-28
1227,.taipei,generic,TaipeiCityGovernment,2025-01-28
1228,.talk,generic,AmazonRegistryServicesInc,2025-01-28
1229,.taobao,generic,AlibabaGroupHoldingLimited,2025-01-28
1230,.target,generic,TargetDomainHoldingsLLC,2025-01-28
1231,.tatamotors,generic,TataMotorsLtd,2025-01-28
1232,.tatar,generic,LimitedLiabilityCompanyCoordinationCenterofRegionalDomainofTatarstanRepublic,2025-01-28
1233,.tattoo,generic,RegistryServicesLLC,2025-01-28
1234,.tax,generic,BinkyMoonLLC,2025-01-28
1235,.taxi,generic,BinkyMoonLLC,2025-01-28
1237,.tci,generic,EmergencyBackEndRegistryOperatorProgramICANN,2025-01-28
1239,.tdk,generic,TDKCorporation,2025-01-28
1240,.team,generic,BinkyMoonLLC,2025-01-28
1241,.tech,generic,RadixTechnologiesInc,2025-01-28
1242,.technology,generic,BinkyMoonLLC,2025-01-28
1244,.telecity,generic,Notassigned,2025-01-28
1245,.telefonica,generic,Notassigned,2025-01-28
1246,.temasek,generic,TemasekHoldingsPrivateLimited,2025-01-28
1247,.tennis,generic,BinkyMoonLLC,2025-01-28
1248,.teva,generic,TevaPharmaceuticalIndustriesLimited,2025-01-28
1252,.thd,generic,HomeDepotProductAuthorityLLC,2025-01-28
1253,.theater,generic,BinkyMoonLLC,2025-01-28
1254,.theatre,generic,XYZCOMLLC,2025-01-28
1255,.tiaa,generic,TeachersInsuranceandAnnuityAssociationofAmerica,2025-01-28
1256,.tickets,generic,XYZCOMLLC,2025-01-28
1257,.tienda,generic,BinkyMoonLLC,2025-01-28
1258,.tiffany,generic,Notassigned,2025-01-28
1259,.tips,generic,BinkyMoonLLC,2025-01-28
1260,.tires,generic,BinkyMoonLLC,2025-01-28
1261,.tirol,generic,punktTirolGmbH,2025-01-28
1263,.tjmaxx,generic,TheTJXCompaniesInc,2025-01-28
1264,.tjx,generic,TheTJXCompaniesInc,2025-01-28
1266,.tkmaxx,generic,TheTJXCompaniesInc,2025-01-28
1269,.tmall,generic,AlibabaGroupHoldingLimited,2025-01-28
1272,.today,generic,BinkyMoonLLC,2025-01-28
1273,.tokyo,generic,GMORegistryInc,2025-01-28
1274,.tools,generic,BinkyMoonLLC,2025-01-28
1275,.top,generic,TOPRegistry,2025-01-28
1276,.toray,generic,TorayIndustriesInc,2025-01-28
1277,.toshiba,generic,TOSHIBACorporation,2025-01-28
1278,.total,generic,TotalEnergiesSE,2025-01-28
1279,.tours,generic,BinkyMoonLLC,2025-01-28
1280,.town,generic,BinkyMoonLLC,2025-01-28
1281,.toyota,generic,TOYOTAMOTORCORPORATION,2025-01-28
1282,.toys,generic,BinkyMoonLLC,2025-01-28
1285,.trade,generic,EliteRegistryLimited,2025-01-28
1286,.trading,generic,DogBeachLLC,2025-01-28
1287,.training,generic,BinkyMoonLLC,2025-01-28
1289,.travelchannel,generic,Notassigned,2025-01-28
1290,.travelers,generic,TravelersTLDLLC,2025-01-28
1291,.travelersinsurance,generic,TravelersTLDLLC,2025-01-28
1292,.trust,generic,InternetNamingCo,2025-01-28
1293,.trv,generic,TravelersTLDLLC,2025-01-28
1295,.tube,generic,LatinAmericanTelecomLLC,2025-01-28
1296,.tui,generic,TUIAG,2025-01-28
1297,.tunes,generic,AmazonRegistryServicesInc,2025-01-28
1298,.tushu,generic,AmazonRegistryServicesInc,2025-01-28
1300,.tvs,generic,TVSUNDRAMIYENGARSONSPRIVATELIMITED,2025-01-28
1304,.ubank,generic,NationalAustraliaBankLimited,2025-01-28
1305,.ubs,generic,UBSAG,2025-01-28
1306,.uconnect,generic,Notassigned,2025-01-28
1310,.unicom,generic,ChinaUnitedNetworkCommunicationsCorporationLimited,2025-01-28
1311,.university,generic,BinkyMoonLLC,2025-01-28
1312,.uno,generic,RadixTechnologiesInc,2025-01-28
1313,.uol,generic,UBNINTERNETLTDA,2025-01-28
1314,.ups,generic,UPSMarketDriverInc,2025-01-28
1319,.vacations,generic,BinkyMoonLLC,2025-01-28
1320,.vana,generic,D3RegistryLLC,2025-01-28
1321,.vanguard,generic,TheVanguardGroupInc,2025-01-28
1324,.vegas,generic,DotVegasInc,2025-01-28
1325,.ventures,generic,BinkyMoonLLC,2025-01-28
1326,.verisign,generic,VeriSignInc,2025-01-28
1327,.versicherung,generic,tldboxGmbH,2025-01-28
1328,.vet,generic,DogBeachLLC,2025-01-28
1331,.viajes,generic,BinkyMoonLLC,2025-01-28
1332,.video,generic,DogBeachLLC,2025-01-28
1333,.vig,generic,VIENNAINSURANCEGROUPAGWienerVersicherungGruppe,2025-01-28
1334,.viking,generic,VikingRiverCruisesBermudaLtd,2025-01-28
1335,.villas,generic,BinkyMoonLLC,2025-01-28
1336,.vin,generic,BinkyMoonLLC,2025-01-28
1337,.vip,generic,RegistryServicesLLC,2025-01-28
1338,.virgin,generic,VirginEnterprisesLimited,2025-01-28
1339,.visa,generic,VisaWorldwidePteLimited,2025-01-28
1340,.vision,generic,BinkyMoonLLC,2025-01-28
1341,.vista,generic,Notassigned,2025-01-28
1342,.vistaprint,generic,Notassigned,2025-01-28
1343,.viva,generic,SaudiTelecomCompany,2025-01-28
1344,.vivo,generic,TelefonicaBrasilSA,2025-01-28
1345,.vlaanderen,generic,DNSbevzw,2025-01-28
1347,.vodka,generic,RegistryServicesLLC,2025-01-28
1348,.volkswagen,generic,Notassigned,2025-01-28
1349,.volvo,generic,VolvoHoldingSverigeAktiebolag,2025-01-28
1350,.vote,generic,MonolithRegistryLLC,2025-01-28
1351,.voting,generic,ValuetainmentCorp,2025-01-28
1352,.voto,generic,MonolithRegistryLLC,2025-01-28
1353,.voyage,generic,BinkyMoonLLC,2025-01-28
1355,.vuelos,generic,Notassigned,2025-01-28
1356,.wales,generic,NominetUK,2025-01-28
1357,.walmart,generic,WalMartStoresInc,2025-01-28
1358,.walter,generic,SandvikAB,2025-01-28
1359,.wang,generic,ZodiacWangLimited,2025-01-28
1360,.wanggou,generic,AmazonRegistryServicesInc,2025-01-28
1361,.warman,generic,Notassigned,2025-01-28
1362,.watch,generic,BinkyMoonLLC,2025-01-28
1363,.watches,generic,IdentityDigitalLimited,2025-01-28
1364,.weather,generic,InternationalBusinessMachinesCorporation,2025-01-28
1365,.weatherchannel,generic,InternationalBusinessMachinesCorporation,2025-01-28
1366,.webcam,generic,dotWebcamLimited,2025-01-28
1367,.weber,generic,SaintGobainWeberSA,2025-01-28
1368,.website,generic,RadixTechnologiesInc,2025-01-28
1369,.wed,generic,EmergencyBackEndRegistryOperatorProgramICANN,2025-01-28
1370,.wedding,generic,RegistryServicesLLC,2025-01-28
1371,.weibo,generic,SinaCorporation,2025-01-28
1372,.weir,generic,WeirGroupIPLimited,2025-01-28
1374,.whoswho,generic,WhosWhoRegistry,2025-01-28
1375,.wien,generic,punktwienGmbH,2025-01-28
1376,.wiki,generic,RegistryServicesLLC,2025-01-28
1377,.williamhill,generic,WilliamHillOrganizationLimited,2025-01-28
1378,.win,generic,FirstRegistryLimited,2025-01-28
1379,.windows,generic,MicrosoftCorporation,2025-01-28
1380,.wine,generic,BinkyMoonLLC,2025-01-28
1381,.winners,generic,TheTJXCompaniesInc,2025-01-28
1382,.wme,generic,WilliamMorrisEndeavorEntertainmentLLC,2025-01-28
1383,.wolterskluwer,generic,WoltersKluwerNV,2025-01-28
1384,.woodside,generic,WoodsidePetroleumLimited,2025-01-28
1385,.work,generic,RegistryServicesLLC,2025-01-28
1386,.works,generic,BinkyMoonLLC,2025-01-28
1387,.world,generic,BinkyMoonLLC,2025-01-28
1388,.wow,generic,AmazonRegistryServicesInc,2025-01-28
1390,.wtc,generic,WorldTradeCentersAssociationInc,2025-01-28
1391,.wtf,generic,BinkyMoonLLC,2025-01-28
1392,.xbox,generic,MicrosoftCorporation,2025-01-28
1393,.xerox,generic,XeroxDNHCLLC,2025-01-28
1394,.xfinity,generic,Notassigned,2025-01-28
1395,.xihuan,generic,QIHOO360TECHNOLOGYCOLTD,2025-01-28
1396,.xin,generic,ElegantLeaderLimited,2025-01-28
1398,.कॉम,generic,VeriSignSarl,2025-01-28
1400,.セール,generic,AmazonRegistryServicesInc,2025-01-28
1401,.佛山,generic,GuangzhouYUWeiInformationTechnologyCoLtd,2025-01-28
1403,.慈善,generic,ExcellentFirstLimited,2025-01-28
1404,.集团,generic,EagleHorizonLimited,2025-01-28
1405,.在线,generic,BeijingTldRegistryTechnologyLimited,2025-01-28
1408,.大众汽车,generic,Notassigned,2025-01-28
1409,.点看,generic,VeriSignSarl,2025-01-28
1410,.คอม,generic,VeriSignSarl,2025-01-28
1413,.八卦,generic,ZodiacGeminiLtd,2025-01-28
1415,‏.موقع‎,generic,HeliumTLDsLtd,2025-01-28
1417,.公益,generic,ChinaOrganizationalNameAdministrationCenter,2025-01-28
1418,.公司,generic,ChinaInternetNetworkInformationCenterCNNIC,2025-01-28
1419,.香格里拉,generic,ShangriLaInternationalHotelManagementLimited,2025-01-28
1420,.网站,generic,GlobalWebsiteTLDAsiaLimited,2025-01-28
1421,.移动,generic,IdentityDigitalLimited,2025-01-28
1422,.我爱你,generic,TycoonTreasureLimited,2025-01-28
1423,.москва,generic,FoundationforAssistanceforInternetTechnologiesandInfrastructureDevelopmentFAITID,2025-01-28
1426,.католик,generic,PontificiumConsiliumdeComunicationibusSocialibusPCCSPontificalCouncilforSocialCommunication,2025-01-28
1427,.онлайн,generic,COREAssociation,2025-01-28
1428,.сайт,generic,COREAssociation,2025-01-28
1429,.联通,generic,ChinaUnitedNetworkCommunicationsCorporationLimited,2025-01-28
1433,‏.קום‎,generic,VeriSignSarl,2025-01-28
1434,.时尚,generic,RISEVICTORYLIMITED,2025-01-28
1435,.微博,generic,SinaCorporation,2025-01-28
1437,.淡马锡,generic,TemasekHoldingsPrivateLimited,2025-01-28
1438,.ファッション,generic,AmazonRegistryServicesInc,2025-01-28
1439,.орг,generic,PublicInterestRegistry,2025-01-28
1440,.नेट,generic,VeriSignSarl,2025-01-28
1441,.ストア,generic,AmazonRegistryServicesInc,2025-01-28
1442,.アマゾン,generic,AmazonRegistryServicesInc,2025-01-28
1443,.삼성,generic,SAMSUNGSDSCOLTD,2025-01-28
1445,.商标,generic,InternetDotTrademarkOrganisationLimited,2025-01-28
1446,.商店,generic,BinkyMoonLLC,2025-01-28
1447,.商城,generic,ZodiacAquariusLimited,2025-01-28
1448,.дети,generic,TheFoundationforNetworkInitiativesTheSmartInternet,2025-01-28
1452,.ポイント,generic,AmazonRegistryServicesInc,2025-01-28
1453,.新闻,generic,GuangzhouYUWeiInformationandTechnologyCoLtd,2025-01-28
1454,.工行,generic,Notassigned,2025-01-28
1455,.家電,generic,AmazonRegistryServicesInc,2025-01-28
1456,‏.كوم‎,generic,VeriSignSarl,2025-01-28
1457,.中文网,generic,TLDREGISTRYLIMITED,2025-01-28
1458,.中信,generic,CITICGroupCorporation,2025-01-28
1461,.娱乐,generic,BinkyMoonLLC,2025-01-28
1462,.谷歌,generic,CharlestonRoadRegistryInc,2025-01-28
1465,.電訊盈科,generic,PCCWEnterprisesLimited,2025-01-28
1466,.购物,generic,NawangHeliXiamenNetworkServiceCoLTD,2025-01-28
1468,.クラウド,generic,AmazonRegistryServicesInc,2025-01-28
1470,.通販,generic,AmazonRegistryServicesInc,2025-01-28
1476,.网店,generic,ZodiacTaurusLtd,2025-01-28
1477,.संगठन,generic,PublicInterestRegistry,2025-01-28
1478,.餐厅,generic,InternetDotTrademarkOrganisationLimited,2025-01-28
1479,.网络,generic,ChinaInternetNetworkInformationCenterCNNIC,2025-01-28
1480,.ком,generic,VeriSignSarl,2025-01-28
1483,.亚马逊,generic,AmazonRegistryServicesInc,2025-01-28
1484,.诺基亚,generic,Notassigned,2025-01-28
1485,.食品,generic,AmazonRegistryServicesInc,2025-01-28
1487,.飞利浦,generic,KoninklijkePhilipsNV,2025-01-28
1491,.手表,generic,Notassigned,2025-01-28
1492,.手机,generic,BeijingRITTNetTechnologyDevelopmentCoLtd,2025-01-28
1496,‏.ارامكو‎,generic,AramcoServicesCompany,2025-01-28
1498,‏.العليان‎,generic,CompetrolLuxembourgSarl,2025-01-28
1499,‏.اتصالات‎,generic,Notassigned,2025-01-28
1501,‏.بازار‎,generic,COREAssociation,2025-01-28
1505,‏.موبايلي‎,generic,Notassigned,2025-01-28
1509,‏.ابوظبي‎,generic,AbuDhabiSystemsandInformationCentre,2025-01-28
1513,‏.كاثوليك‎,generic,PontificiumConsiliumdeComunicationibusSocialibusPCCSPontificalCouncilforSocialCommunication,2025-01-28
1515,‏.همراه‎,generic,EmergencyBackEndRegistryOperatorProgramICANN,2025-01-28
1519,.닷컴,generic,VeriSignSarl,2025-01-28
1520,.政府,generic,NetChineseCoLtd,2025-01-28
1521,‏.شبكة‎,generic,InternationalDomainRegistryPtyLtd,2025-01-28
1522,‏.بيتك‎,generic,KuwaitFinanceHouse,2025-01-28
1523,‏.عرب‎,generic,LeagueofArabStates,2025-01-28
1525,.机构,generic,PublicInterestRegistry,2025-01-28
1526,.组织机构,generic,PublicInterestRegistry,2025-01-28
1527,.健康,generic,StableToneLimited,2025-01-28
1530,.招聘,generic,JiangYuLiangCaiTechnologyCompanyLimited,2025-01-28
1531,.рус,generic,RusnamesLimited,2025-01-28
1533,.珠宝,generic,Notassigned,2025-01-28
1535,.大拿,generic,VeriSignSarl,2025-01-28
1537,.みんな,generic,CharlestonRoadRegistryInc,2025-01-28
1538,.グーグル,generic,CharlestonRoadRegistryInc,2025-01-28
1541,.世界,generic,StableToneLimited,2025-01-28
1542,.書籍,generic,AmazonRegistryServicesInc,2025-01-28
1545,.网址,generic,KNETCoLtd,2025-01-28
1546,.닷넷,generic,VeriSignSarl,2025-01-28
1547,.コム,generic,VeriSignSarl,2025-01-28
1548,.天主教,generic,PontificiumConsiliumdeComunicationibusSocialibusPCCSPontificalCouncilforSocialCommunication,2025-01-28
1549,.游戏,generic,BinkyMoonLLC,2025-01-28
1550,.vermögensberater,generic,DeutscheVermögensberatungAktiengesellschaftDVAG,2025-01-28
1551,.vermögensberatung,generic,DeutscheVermögensberatungAktiengesellschaftDVAG,2025-01-28
1552,.企业,generic,BinkyMoonLLC,2025-01-28
1553,.信息,generic,BeijingTeleinfoTechnologyCoLtd,2025-01-28
1554,.嘉里大酒店,generic,KerryTradingCoLimited,2025-01-28
1555,.嘉里,generic,KerryTradingCoLimited,2025-01-28
1558,.广东,generic,GuangzhouYUWeiInformationTechnologyCoLtd,2025-01-28
1565,.政务,generic,ChinaOrganizationalNameAdministrationCenter,2025-01-28
1566,.xperia,generic,Notassigned,2025-01-28
1568,.xyz,generic,XYZCOMLLC,2025-01-28
1569,.yachts,generic,XYZCOMLLC,2025-01-28
1570,.yahoo,generic,YahooInc,2025-01-28
1571,.yamaxun,generic,AmazonRegistryServicesInc,2025-01-28
1572,.yandex,generic,YandexEuropeBV,2025-01-28
1574,.yodobashi,generic,YODOBASHICAMERACOLTD,2025-01-28
1575,.yoga,generic,RegistryServicesLLC,2025-01-28
1576,.yokohama,generic,GMORegistryInc,2025-01-28
1577,.you,generic,AmazonRegistryServicesInc,2025-01-28
1578,.youtube,generic,CharlestonRoadRegistryInc,2025-01-28
1580,.yun,generic,QIHOO360TECHNOLOGYCOLTD,2025-01-28
1582,.zappos,generic,AmazonRegistryServicesInc,2025-01-28
1583,.zara,generic,IndustriadeDiseñoTextilSAINDITEXSA,2025-01-28
1584,.zero,generic,AmazonRegistryServicesInc,2025-01-28
1585,.zip,generic,CharlestonRoadRegistryInc,2025-01-28
1586,.zippo,generic,Notassigned,2025-01-28
1588,.zone,generic,BinkyMoonLLC,2025-01-28
1589,.zuerich,generic,KantonZürichCantonofZurich,2025-01-28
